ID,m0,m12,a0,tanb,vs,lam,b0,lamp,lamf,lmmix,mh,mW,mZp,mCha,mChi1,mChi2,mFe4,mHI01,mHI02,mHIP1,mChiP1,mChiP2,mChaP1,muegamma,mueee,loglike,CLs,zplim,HBobsr,HSpval,SModelSr,SModelSrm1,Result
1211,2929.229782411543,1502.8100463839135,-1567.3796253274531,37.84253821635681,14747.925171257904,0.08826668906276464,1259.4892076892434,0.023791731120005592,0.007507735194067351,0.48336733895001227,1.23251796E+02,8.03658318E+01,4.77593315E+03,4.61723205E+02,2.43427104E+02,4.61572009E+02,4.72497672E+03,3.09200640E+03,3.40319824E+03,3.40286382E+03,2.61448453E-02,3.81161931E+02,3.67026393E+02,1.30972535E-24,7.48553260E-27,0.6526736383547054,0.5035116815037995,0.2786903114064284,0.757531111628498,0.41004727846167943,2.951711,1.951711,3.2360430032032738e-06
1262,3614.416839744055,1815.443980663667,-2198.5324756128175,34.87576905650798,13048.399044008402,0.05963014254835284,1973.958860374339,0.08802411056797896,-0.0010766568972400679,0.45557647662557843,1.23269886E+02,8.03600321E+01,4.20397606E+03,5.33435597E+02,3.05703759E+02,5.33953894E+02,4.66710960E+03,3.89635639E+03,5.29852477E+03,5.29855087E+03,2.59961076E-03,1.17535227E+03,1.17133488E+03,3.55092100E-25,1.35920174E-25,2.0557753873157876,0.5555595153934489,1.2941946525005228,0.7577229847162468,0.41140764277299013,0.1608378,-0.8391622,0.010079470092622892
1276,3906.620422224812,1662.826906682604,-1623.091606368591,29.75163330413473,16093.302988056928,0.0616091475139444,1570.6508463984549,0.07583752818354293,0.0010500895891799044,0.4137110134988131,1.22375460E+02,8.03590859E+01,5.18864382E+03,5.30882581E+02,2.83273579E+02,5.30793844E+02,4.66352414E+03,3.83379728E+03,5.75160489E+03,5.75171710E+03,2.74266841E-03,1.26553447E+03,1.26220770E+03,8.82809094E-26,1.04813346E-27,0.2835268916984953,0.6740777498065431,0.15564630145701822,0.7574109044193298,0.17056666694576172,0.3909721,-0.6090279000000001,0.018202964707429145
1253,3013.8334236725223,1664.5202816103656,-1523.174657562353,20.585523875156618,14674.616625855138,0.09540361341191747,1473.4552422199977,0.02662032991163465,-0.00636998785773397,0.4138562514356493,1.23286107E+02,8.03626157E+01,4.75105321E+03,5.14178697E+02,2.71467006E+02,5.14037374E+02,4.71237827E+03,3.26977501E+03,4.06055373E+03,4.06052389E+03,3.58392658E-02,4.25493325E+02,4.14764790E+02,2.27275875E-25,2.36802020E-27,0.6955552056761412,0.4875894536071523,0.29437592596472617,0.7576636116055905,0.4105201496858236,0.6634123,-0.33658770000000005,0.038704346633138265
1289,3456.6140722236587,1835.9166850343042,-2328.4591301702326,35.10416777570835,18510.978607208683,0.029293369590438954,1399.3174296029904,0.005756471916907537,-0.0007323124369279706,0.4607054332662861,1.26803669E+02,8.03985383E+01,6.04362018E+03,4.08129008E+02,2.78875844E+02,4.11705889E+02,4.79496732E+03,2.99479348E+03,4.03424455E+03,4.03405643E+03,5.58862896E-03,1.26542217E+02,1.15542190E+02,1.28522219E-25,1.86211908E-27,0.023352801326311273,0.9734578933610039,0.03481748536204137,0.7591422478135839,0.4756119440277794,28.43669,27.43669,8.739833500935305e-61
1320,3436.026918010416,1538.9871364762996,-2243.8454666571574,38.14607266306906,13890.434341550543,0.07075834256099812,1197.4372513784338,0.010808641429712981,0.006352581099144133,0.41020777121862484,1.23640968E+02,8.03818373E+01,4.51885233E+03,4.59382116E+02,2.41657755E+02,4.59252988E+02,4.76779094E+03,3.59041073E+03,4.78903697E+03,4.78911169E+03,3.48067024E-02,1.75952483E+02,1.63130098E+02,4.99684766E-25,2.94749859E-27,1.1522090292444043,0.36419609836508104,0.4284001094005243,0.7577694676410416,0.41555237072441775,6.474059,5.474059,9.091132250712774e-14
1323,3788.675094300837,1763.6938372964494,-1993.8030365833197,38.52720776602922,14794.624891452437,0.05272538573994365,1528.7466721430371,0.08276130781367769,-0.0015292432846689158,0.4708393609635022,1.22842647E+02,8.03595540E+01,4.76773166E+03,5.24111534E+02,2.98917787E+02,5.24578212E+02,4.66500591E+03,3.84326537E+03,5.37677486E+03,5.37675168E+03,3.37557364E-03,1.24963484E+03,1.24573892E+03,2.62253426E-25,1.90051127E-27,0.6788129696749257,0.48474987242518797,0.30209060164967577,0.7575376382413749,0.3992722033832652,0.180147,-0.8198529999999999,0.034371516421191795
1270,3753.0411725004215,1917.1234540338392,-922.1568061665622,5.805638064764619,14296.635867419514,0.05339279935137419,1656.6669126512586,0.010414704453118725,0.0027548837863067706,0.43299216863487766,1.20043849E+02,8.03841454E+01,4.66256574E+03,5.29601066E+02,2.97432520E+02,5.30565449E+02,4.76381976E+03,3.94711245E+03,5.52257809E+03,5.52262483E+03,1.01199691E-01,1.74909269E+02,1.61276771E+02,1.61564977E-26,3.08959349E-25,0.8321932791855791,0.44957417993860016,0.3283272511885703,0.7684970049453638,4.440892098500626e-16,6.21854,5.21854,1.4431033527326828e-28
1375,3964.276030885482,1515.5779538419968,-1090.09868641624,34.62650226166511,16922.255478608324,0.07009293400196141,1983.5541210594756,0.0591700553252098,-0.005956554963122457,0.41720223118289507,1.22095220E+02,8.03592236E+01,5.46248052E+03,4.85553032E+02,2.56455251E+02,4.85415419E+02,4.67277695E+03,3.75848342E+03,5.68254063E+03,5.68263409E+03,1.39583094E-02,1.04665469E+03,1.04250226E+03,1.33492370E-25,1.82540760E-26,0.15216225446682297,0.7668711808082267,0.05629182687242011,0.7573019488972277,0.1349269856485421,0.5508885,-0.4491115,0.01438520212953168
1387,3671.738764295101,1711.6585296101302,-1193.7301403405927,39.49617607819031,18451.471160647438,0.024640538344433693,1305.949352219551,0.015514725781014751,0.0020791523134740903,0.4306157849997435,1.22762700E+02,8.03670613E+01,6.00303920E+03,3.41134885E+02,2.63966546E+02,3.49636798E+02,4.74662111E+03,3.26124871E+03,4.73933869E+03,4.73931254E+03,7.21379375E-03,3.22846146E+02,3.07798368E+02,6.00559503E-26,1.54180998E-27,0.024279843082977346,0.9699326751100733,0.03576004705144753,0.75765150846086,0.39077856618799245,0.5011802,-0.49881980000000004,0.08799142797672692
